X_train,y_train
"['mm', 'feeling', 'sleepy', 'today', 'shall', 'get', 'dear']",ham
"['dnt', 'wnt', 'tlk', 'wid', 'u']",ham
"['hard', 'live', '121', 'chat', '60p', 'min', 'choose', 'girl', 'connect', 'live', 'call', '09094646899', 'cheap', 'chat', 'uk', 'biggest', 'live', 'service', 'vu', 'bcm1896wc1n3xx']",spam
"['lol', 'boo', 'hoping', 'laugh']",ham
"['sms', 'ac', 'sptv', 'new', 'jersey', 'devils', 'detroit', 'red', 'wings', 'play', 'ice', 'hockey', 'correct', 'incorrect', 'end', 'reply', 'end', 'sptv']",spam
"['ugh', 'long', 'day', 'exhausted', 'want', 'cuddle', 'take', 'nap']",ham
['havent'],ham
"['dude', 'avatar', '3d', 'imp', 'one', 'point', 'thought', 'actually', 'fly', 'room', 'almost', 'tried', 'hittng', 'one', 'reflex']",ham
"['current', 'food', 'alone', 'also']",ham
"['baaaaaaaabe', 'wake', 'miss', 'crave', 'need']",ham
"['coughing', 'nothing']",ham
"['borderline', 'yeah', 'whatever']",ham
"['2nd', 'time', 'tried', 'contact', 'u', 'u', '400', 'prize', '2', 'claim', 'easy', 'call', '087104711148', '10p', 'per', 'minute', 'bt', 'national', 'rate']",spam
"['feel', 'like', 'dick', 'keep', 'sleeping', 'text', 'facebook', 'message', 'sup', 'town']",ham
"['usual', 'u', 'call', 'ard', '10', 'smth']",ham
"['good', 'morning', 'princess']",ham
"['haha', 'first', 'person', 'gonna', 'ask']",ham
"['hi', 'spoke', 'maneesha', 'v', 'like', 'know', 'satisfied', 'experience', 'reply', 'toll', 'free', 'yes']",ham
"['bugis', 'juz', 'wat', 'walking', 'home', 'oredi', 'ü', 'late', 'reply', 'oso', 'saw', 'top', 'dat', 'like', 'din', 'buy', 'r', 'ü']",ham
"['nope', 'going', 'home', 'go', 'pump', 'petrol', 'lor', 'like', 'going', '2', 'rain', 'soon']",ham
"['u', 'win', '100', 'music', 'gift', 'vouchers', 'every', 'week', 'starting', 'txt', 'word', 'draw', '87066', 'tscs', 'www', 'idew', 'com', 'skillgame', '1winaweek', 'age16', '150ppermesssubscription']",spam
"['yeah', 'probably', 'swing', 'roommate', 'finish', 'girl']",ham
"['u', 'lousy', 'run', 'already', 'come', 'back', 'half', 'dead', 'hee']",ham
"['ya', 'came', 'ago']",ham
"['reckon', 'need', 'town', 'eightish', 'walk', 'carpark']",ham
"['bored', 'speed', 'dating', 'try', 'speedchat', 'txt', 'speedchat', '80155', 'like', 'em', 'txt', 'swap', 'get', 'new', 'chatter', 'chat80155', 'pobox36504w45wq', '150p', 'msg', 'rcd', '16']",spam
"['whatever', 'want', 'know', 'rule', 'talk', 'earlier', 'week', 'start', 'happening', 'showing', 'responsibility', 'yet', 'every', 'week', 'bend', 'rule', 'way', 'way', 'whatever', 'tired', 'thia', 'argument', 'every', 'week', 'lt', 'gt', 'movie', 'doesnt', 'inlude', 'preview', 'still', 'getting', '1']",ham
"['thanks', 'tescos', 'quite', 'nice', 'gone', 'speak', 'soon']",ham
"['juz', 'remembered', 'gotta', 'bathe', 'dog', 'today']",ham
"['uh', 'head', 'much', 'left']",ham
"['sent', 'email', 'address', 'incomm', 'right']",ham
"['donate', '2', '50', 'unicef', 'asian', 'tsunami', 'disaster', 'support', 'fund', 'texting', 'donate', '864233', '2', '50', 'added', 'next', 'bill']",spam
"['great', 'trip', 'india', 'bring', 'light', 'everyone', 'project', 'everyone', 'lucky', 'see', 'smile', 'bye', 'abiola']",ham
"['400', 'xmas', 'reward', 'waiting', 'computer', 'randomly', 'picked', 'loyal', 'mobile', 'customer', 'receive', '400', 'reward', 'call', '09066380611']",spam
"['battery', 'low', 'babe']",ham
"['lol', 'great', 'im', 'getting', 'hungry']",ham
"['haha', 'mayb', 'u', 'rite', 'u', 'know', 'well', 'da', 'feeling', 'liked', 'someone', 'gd', 'lor', 'u', 'faster', 'go', 'find', 'one', 'gal', 'group', 'attached', 'liao']",ham
"['guy', 'get', 'used', 'dumb', 'realize']",ham
"['yes', 'place', 'town', 'meet', 'exciting', 'adult', 'single', 'uk', 'txt', 'chat', '86688', '150p', 'msg']",spam
"['master', 'buy', 'bb', 'co', 'sale', 'bf']",ham
"['horrible', 'bf', 'v', 'hungry']",ham
"['yeah', 'leave', 'maybe', '7ish']",ham
"['todays', 'voda', 'number', 'ending', '7634', 'selected', 'receive', '350', 'reward', 'match', 'please', 'call', '08712300220', 'quoting', 'claim', 'code', '7684', 'standard', 'rate', 'apply']",spam
"['course', 'make', 'stink']",ham
"['talk', 'atleast', 'day', 'otherwise', 'miss', 'best', 'friend', 'world', 'shakespeare', 'shesil', 'lt', 'gt']",ham
"['still', 'chance', 'search', 'hard', 'get', 'let', 'try']",ham
"['hey', 'check', 'da', 'listed', 'da']",ham
"['lol', 'would', 'mom', 'would', 'fit', 'tell', 'whole', 'family', 'crazy', 'terrible']",ham
"['hey', 'gave', 'photo', 'registered', 'driving', 'ah', 'tmr', 'wanna', 'meet', 'yck']",ham
"['might', 'want', 'pull', 'case', 'plan', 'spending', 'much', 'confidence', 'derek', 'taylor', 'money', 'management']",ham
"['awesome', 'think', 'get', '8th', 'usf', 'time', 'tonight']",ham
"['suck', 'got', 'planned', 'yo', 'valentine', 'yo', 'valentine']",ham
"['sorry', 'de', 'went', 'shop']",ham
"['win', 'winner', 'mr', 'foley', 'ipod', 'exciting', 'prize', 'soon', 'keep', 'eye', 'ur', 'mobile', 'visit', 'www', 'win', '82050', 'co', 'uk']",spam
"['ard', '4', 'lor']",ham
"['tessy', 'pls', 'favor', 'pls', 'convey', 'birthday', 'wish', 'nimya', 'pls', 'dnt', 'forget', 'today', 'birthday', 'shijas']",ham
"['opinion', '1', '2', 'jada', '3', 'kusruthi', '4', 'lovable', '5', 'silent', '6', 'spl', 'character', '7', 'matured', '8', 'stylish', '9', 'simple', 'pls', 'reply']",ham
"['short', 'cute', 'good', 'person', 'dont', 'try', 'prove', 'gud', 'mrng']",ham
"['anyway', 'holla', 'whenever', 'around', 'need', 'excuse', 'go', 'creep', 'people', 'sarasota']",ham
"['coming', 'friday', 'leave', 'pongal', 'get', 'news', 'work', 'place']",ham
"['realise', 'busy', 'guy', 'trying', 'bother', 'get', 'exam', 'outta', 'way', 'try', 'car', 'gr8', 'day']",ham
"['eh', 'u', 'send', 'wrongly', 'lar']",ham
"['good', 'morning', 'dear', 'great', 'amp', 'successful', 'day']",ham
"['checking', 'really', 'miss', 'seeing', 'jeremiah', 'great', 'month']",ham
"['private', '2003', 'account', 'statement', '07815296484', 'show', '800', 'un', 'redeemed', 'point', 'call', '08718738001', 'identifier', 'code', '41782', 'expires', '18', '11', '04']",spam
"['ok', 'wif', 'co', 'like', '2', 'try', 'new', 'thing', 'scared', 'u', 'dun', 'like', 'mah', 'cos', 'u', 'said', 'loud']",ham
"['meet', 'ü', '5', '4', 'depends', 'ü', 'wan', '2', 'lor']",ham
"['taxt', 'massage', 'tie', 'po', 'argh', 'ok', 'lool']",ham
"['coming', 'whatever', 'want']",ham
"['natalja', '25', 'f', 'inviting', 'friend', 'reply', 'yes', '440', '440', 'see', 'www', 'sms', 'ac', 'u', 'nat27081980', 'stop', 'send', 'stop', 'frnd', '62468']",spam
"['even', 'friend', 'priest', 'call']",ham
"['ummmmmaah', 'many', 'many', 'happy', 'return', 'day', 'dear', 'sweet', 'heart', 'happy', 'birthday', 'dear']",ham
"['surprised', 'still', 'guess', 'right', 'lor']",ham
"['3', 'received', 'mobile', 'content', 'enjoy']",spam
"['sez', 'hows', 'u', 'de', 'arab', 'boy', 'hope', 'u', 'r', 'good', 'give', 'love', '2', 'evry1', 'love', 'ya', 'eshxxxxxxxxxxx']",ham
"['chosen', 'receive', '350', 'award', 'pls', 'call', 'claim', 'number', '09066364311', 'collect', 'award', 'selected', 'receive', 'valued', 'mobile', 'customer']",spam
"['check', 'mail', 'mailed', 'varma', 'kept', 'copy', 'regarding', 'membership', 'take', 'care', 'insha', 'allah']",ham
"['hey', 'chief', 'give', 'bell', 'get', 'need', 'talk', 'royal', 'visit', '1st', 'june']",ham
"['u', 'still', 'going', 'mall']",ham
"['yes', 'da', 'plm', 'ur', 'office']",ham
"['e', 'admin', 'building', 'might', 'b', 'slightly', 'earlier', 'call', 'u', 'reaching']",ham
"['many', 'dependent']",ham
"['oh', 'k', 'think', 'wi', 'nz', 'player', 'unsold']",ham
"['r', 'u', 'continent']",ham
"['onum', 'ela', 'pa', 'normal']",ham
"['u', 'lunch', 'alone', 'bored']",ham
"['shall', 'come', 'get', 'pickle']",ham
"['dont', 'kick', 'coco']",ham
"['yeah', 'jus', 'rite']",ham
"['hey', 'happen', 'de', 'alright']",ham
"['training', 'tomorrow']",ham
"['increase', 'chance', 'winning']",ham
"['7', 'lor', 'change', '2', 'suntec', 'wat', 'time', 'u', 'coming']",ham
"['double', 'eviction', 'week', 'spiral', 'michael', 'good', 'riddance']",ham
"['frnd', 'juz', 'word', 'merely', 'relationship', 'silent', 'promise', 'say', 'wherevr', 'whenevr', 'forevr', 'gudnyt', 'dear']",ham
['ok'],ham
"['wat', 'would', 'u', 'like', '4', 'ur', 'birthday']",ham
"['thought', 'could', 'go', 'dinner', 'treat', 'seem', 'ok']",ham
"['buy', 'space', 'invaders', '4', 'chance', '2', 'win', 'orig', 'arcade', 'game', 'console', 'press', '0', 'games', 'arcade', 'std', 'wap', 'charge', 'see', 'o2', 'co', 'uk', 'game', '4', 'terms', 'setting', 'purchase']",spam
"['designation', 'software', 'developer', 'may', 'get', 'chennai']",ham
"['neshanth', 'tel', 'r', 'u']",ham
"['yeah', 'still', 'give', 'ride']",ham
"['wylie', 'tampa', 'sarasota']",ham
"['hi', 'sue', '20', 'year', 'old', 'work', 'lapdancer', 'love', 'sex', 'text', 'live', 'bedroom', 'text', 'sue', '89555', 'textoperator', 'g2', '1da', '150ppmsg', '18']",spam
"['make', 'happy']",ham
"['cant', 'keep', 'talking', 'people', 'sure', 'pay', 'agree', 'price', 'pls', 'tell', 'want', 'really', 'buy', 'much', 'willing', 'pay']",ham
"['happening', 'gotten', 'job', 'begun', 'registration', 'permanent', 'residency']",ham
"['said', 'anything', 'wrong', 'sorry', 'de']",ham
"['true', 'lov', 'n', 'care', 'wil', 'nevr', 'go', 'unrecognized', 'though', 'somone', 'often', 'make', 'mistake', 'valuing', 'definitly', 'undrstnd', 'start', 'missing']",ham
"['txting', 'driving']",ham
"['collect', 'ur', 'laptop']",ham
"['aathi', 'dear']",ham
"['gr8', 'handle', 'victoria', 'island', 'traffic', 'plus', 'album', 'due']",ham
"['si', 'catching', 'e', 'show', 'e', 'afternoon', 'watching', 'w', 'c', 'u', 'wan', '2', 'watch', 'today', 'tmr', 'lor']",ham
"['great', 'attracts', 'brothas']",ham
"['take', 'exam', 'march', '3']",ham
"['heart', 'empty', 'without', 'love', 'mind', 'empty', 'without', 'wisdom', 'eyes', 'r', 'empty', 'without', 'dream', 'amp', 'life', 'empty', 'without', 'frnds', 'alwys', 'touch', 'good', 'night', 'amp', 'sweet', 'dream']",ham
"['hey', 'leave', 'big', 'deal', 'take', 'care']",ham
"['time', 'come', 'tomorrow']",ham
"['tell', 'something', 'thats', 'okay']",ham
"['ryder', 'unsold', 'gibbs']",ham
"['arrived', 'see', 'couple', 'day', 'lt', '3']",ham
"['warner', 'village', '83118', 'c', 'colin', 'farrell', 'swat', 'wkend', 'warner', 'village', 'get', '1', 'free', 'med', 'popcorn', 'show', 'msg', 'ticket', 'kiosk', 'valid', '4', '7', '12', 'c', 'c', 'kiosk', 'reply', 'sony', '4', 'mre', 'film', 'offer']",spam
"['whatever', 'juliana', 'whatever', 'want']",ham
"['oh', 'asked', 'fun', 'haha', 'take', 'care', 'ü']",ham
"['oh', 'ho', 'first', 'time', 'u', 'use', 'type', 'word']",ham
"['born', 'god', 'said', 'oh', 'another', 'idiot', 'born', 'god', 'said', 'oh', 'competition', 'knew', 'one', 'day', 'two', 'become', 'freinds', 'forever']",ham
"['ok', 'thats', 'cool', 'either', 'raglan', 'rd', 'edward', 'rd', 'behind', 'cricket', 'ground', 'gimme', 'ring', 'ur', 'closeby', 'see', 'tuesday']",ham
"['road', 'cant', 'txt']",ham
"['yo', 'gonna', 'still', 'stock', 'tomorrow', 'today', 'trying', 'get', 'dubsack']",ham
"['dis', 'yijue', 'jus', 'saw', 'ur', 'mail', 'case', 'huiming', 'havent', 'sent', 'u', 'num', 'dis', 'num']",ham
"['cool', 'ta', 'luv', 'v', 'tired', '2', 'cause', 'doin', 'load', 'planning', 'wk', 'got', 'social', 'service', 'inspection', 'nursery', 'take', 'care', 'spk', 'sn', 'x']",ham
"['directly', 'behind', 'abt', '4', 'row', 'behind', 'ü']",ham
"['number', 'u', 'live', '11']",ham
"['call', 'number', 'available', 'appointment', 'ask', 'connect', 'call', 'waheed', 'fathima']",ham
"['hello', 'boytoy', 'geeee', 'missing', 'today', 'like', 'send', 'tm', 'remind', 'thinking', 'loved', 'loving', 'kiss']",ham
"['yeah', 'stand', 'close', 'tho', 'catch', 'something']",ham
"['ha', 'ha', 'popped', 'loo', 'hello', 'ed', 'hello']",ham
"['trust', 'even']",ham
"['remember', 'day']",ham
"['wnt', 'buy', 'bmw', 'car', 'urgently', 'vry', 'urgent', 'hv', 'shortage', 'lt', 'gt', 'lacs', 'source', 'arng', 'dis', 'amt', 'lt', 'gt', 'lac', 'thats', 'prob']",ham
"['yup', 'hey', 'one', 'day', 'fri', 'ask', 'miwa', 'jiayin', 'take', 'leave', 'go', 'karaoke']",ham
"['congratulations', 'winner', 'august', '1000', 'prize', 'draw', 'call', '09066660100', 'prize', 'code', '2309']",spam
"['yavnt', 'tried', 'yet', 'never', 'played', 'original', 'either']",ham
"['g', 'class', 'early', 'tomorrow', 'thus', 'trying', 'smoke', 'lt', 'gt']",ham
"['know', 'dat', 'feelin', 'pete', 'wuld', 'get', 'em', 'nuther', 'place', 'nuther', 'time', 'mayb']",ham
"['got', 'job', 'wipro', 'get', 'every', 'thing', 'life', '2', '3', 'year']",ham
"['guaranteed', '200', 'award', 'even', '1000', 'cashto', 'claim', 'ur', 'award', 'call', 'free', '08000407165', '18', '2', 'stop', 'getstop', '88222', 'php']",spam
"['hey', 'go', 'jazz', 'power', 'yoga', 'hip', 'hop', 'kb', 'yogasana']",ham
"['dear', 'voucher', 'holder', 'claim', 'week', 'offer', 'pc', 'please', 'go', 'http', 'www', 'e', 'tlp', 'co', 'uk', 'reward', 'ts', 'cs', 'apply']",spam
"['hey', 'still', 'want', 'go', 'yogasana', 'coz', 'end', 'cine', 'go', 'bathe', 'hav', 'steam', 'bath']",ham
"['yeah', 'impression', 'got']",ham
"['important', 'customer', 'service', 'announcement', 'premier', 'call', 'freephone', '0800', '542', '0578']",spam
"['wylie', 'update', 'weed', 'dealer', 'carlos', 'went', 'freedom', 'class', 'lunsford']",ham
"['ur', 'chance', 'win', '250', 'cash', 'every', 'wk', 'txt', 'play', '83370', 'c', 'www', 'music', 'trivia', 'net', 'custcare', '08715705022', '1x150p', 'wk']",spam
"['much', 'got', 'cleaning']",ham
"['make', 'squeezed', 'lt', 'gt', 'buck', 'dad']",ham
"['txt', 'call', '86888', 'claim', 'reward', '3', 'hour', 'talk', 'time', 'use', 'phone', 'subscribe6gbp', 'mnth', 'inc', '3hrs', '16', 'stop', 'txtstop', 'www', 'gamb', 'tv']",spam
"['going', 'take', 'bath', 'ill', 'place', 'key', 'window']",ham
"['thanks', '4', 'continued', 'support', 'question', 'week', 'enter', 'u', 'in2', 'draw', '4', '100', 'cash', 'name', 'new', 'us', 'president', 'txt', 'an', '80082']",spam
"['nokia', '7250i', 'get', 'win', 'free', 'auction', 'take', 'part', 'send', 'nokia', '86021', 'hg', 'suite342', '2lands', 'row', 'w1jhl', '16']",spam
"['hi', 'wk', 'ok', 'hols', 'yes', 'bit', 'run', 'forgot', 'hairdresser', 'appointment', 'four', 'need', 'get', 'home', 'n', 'shower', 'beforehand', 'cause', 'prob', 'u']",ham
"['family', 'responding', 'anything', 'room', 'went', 'home', 'diwali', 'one', 'called', 'coming', 'make', 'feel', 'like', 'died']",ham
"['staff', 'science', 'nu', 'edu', 'sg', 'phyhcmk', 'teaching', 'pc1323']",ham
"['k', 'sent']",ham
"['wonder', 'cos', 'dun', 'rem', 'seeing', 'silver', 'car', 'thk', 'saw', 'black', 'one']",ham
"['emigrated', 'something', 'ok', 'maybe', '5', '30', 'bit', 'hopeful']",ham
"['height', 'confidence', 'aeronautics', 'professor', 'wer', 'calld', 'amp', 'wer', 'askd', '2', 'sit', 'aeroplane', 'aftr', 'sat', 'wer', 'told', 'dat', 'plane', 'w', 'made', 'student', 'dey', 'hurried', 'plane', 'bt', '1', 'didnt', 'move', 'said', 'made', 'student', 'wont', 'even', 'start', 'datz', 'confidence']",ham
"['yes', 'last', 'practice']",ham
"['mean', 'website', 'yes']",ham
"['sent', 'jd', 'customer', 'service', 'cum', 'accounts', 'executive', 'ur', 'mail', 'id', 'detail', 'contact', 'u']",ham
"['hey', 'rite', 'u', 'put', '10', 'evey', 'mnth']",ham
"['wat', 'time', 'ü', 'finish']",ham
"['keep', 'ten', 'r', 'shelf', 'buy', 'two', 'egg']",ham
"['omg', 'joanna', 'freaking', 'looked', 'thru', 'friend', 'find', 'photo', 'asking', 'stuff', 'myspace', 'even', 'logged', 'like', 'year']",ham
"['hey', 'really', 'horny', 'want', 'chat', 'see', 'naked', 'text', 'hot', '69698', 'text', 'charged', '150pm', 'unsubscribe', 'text', 'stop', '69698']",spam
"['u', 'noe', '2', 'send', 'file', '2', 'computer']",ham
"['yup', 'havent', 'want', 'go', 'yoga', 'call', 'book']",ham
"['sorry', 'mail']",ham
"['free', 'ringtone', 'waiting', 'collected', 'simply', 'text', 'password', 'mix', '85069', 'verify', 'get', 'usher', 'britney', 'fml', 'po', 'box', '5249', 'mk17', '92h', '450ppw', '16']",spam
"['call', 'u', 'finish', 'come', 'n', 'pick', 'u']",ham
"['yes', 'think', 'office', 'lap', 'room', 'think', 'thats', 'last', 'day', 'didnt', 'shut']",ham
"['enjoy', 'jamster', 'videosound', 'gold', 'club', 'credit', '2', 'new', 'videosounds', '2', 'logo', 'musicnews', 'get', 'fun', 'jamster', 'co', 'uk', '16', 'help', 'call', '09701213186']",spam
"['yes', 'last', 'week', 'taking', 'live', 'call']",ham
"['oh', 'oh', 'den', 'muz', 'change', 'plan', 'liao', 'go', 'back', 'yan', 'jiu']",ham
"['stitch', 'trouser']",ham
"['8007', '25p', '4', 'alfie', 'moon', 'children', 'need', 'song', 'ur', 'mob', 'tell', 'ur', 'm8s', 'txt', 'tone', 'charity', '8007', 'nokias', 'poly', 'charity', 'polys', 'zed', '08701417012', 'profit', '2', 'charity']",spam
"['drug', 'able', 'eat']",ham
"['dear', 'call']",ham
"['great', 'role', 'model', 'giving', 'much', 'really', 'wish', 'day', 'miracle', 'god', 'reason', 'everything', 'must', 'say', 'wish', 'knew', 'dont', 'looked', 'since', 'young', 'still', 'great', 'day']",ham
"['shhhhh', 'nobody', 'supposed', 'know']",ham
"['fine', 'remember']",ham
"['aight', 'plan', 'come', 'later', 'tonight']",ham
"['u', 'dun', 'say', 'early', 'hor', 'u', 'c', 'already', 'say']",ham
"['maybe', 'woke', 'fucking', '3', 'problem']",ham
"['webpage', 'available']",ham
"['slow', 'using', 'biola', 'fne']",ham
"['customer', 'place', 'call']",ham
"['im', 'wondering', 'right']",ham
"['fyi', 'gonna', 'call', 'sporadically', 'starting', 'like', 'lt', 'gt', 'bc', 'doin', 'shit']",ham
"['turn', 'stereo', 'love', 'mi', 'phone', 'unknown', 'album']",ham
"['really', 'good', 'dhanush', 'rock']",ham
"['garage', 'key', 'bookshelf']",ham
"['u', 'bin', 'awarded', '50', 'play', '4', 'instant', 'cash', 'call', '08715203028', 'claim', 'every', '9th', 'player', 'wins', 'min', '50', '500', 'optout', '08718727870']",spam
"['88800', '89034', 'premium', 'phone', 'service', 'call', '08718711108']",spam
"['b4u', 'voucher', 'w', 'c', '27', '03', 'marsms', 'log', 'onto', 'www', 'b4utele', 'com', 'discount', 'credit', 'opt', 'reply', 'stop', 'customer', 'care', 'call', '08717168528']",spam
"['ask', 'keep', 'one', 'maybe', 'get', 'message', 'sent', 'glo']",ham
"['post', 'l8r', 'class']",ham
"['released', 'another', 'italian', 'one', 'today', 'cosign', 'option']",ham
"['1', 'new', 'voicemail', 'please', 'call', '08719181513']",spam
"['always', 'yahoo', 'messenger', 'send', 'message', 'get', 'may', 'send', 'mobile', 'mode', 'sha', 'get', 'reply']",ham
"['freemsg', 'feelin', 'kinda', 'lnly', 'hope', 'u', 'like', '2', 'keep', 'company', 'jst', 'got', 'cam', 'moby', 'wanna', 'c', 'pic', 'txt', 'reply', 'date', '82242', 'msg150p', '2rcv', 'hlp', '08712317606', 'stop', '82242']",spam
"['err', 'cud', 'going', '8pm', 'got', 'way', 'contact']",ham
"['make', 'sure', 'alex', 'knows', 'birthday', 'fifteen', 'minutes', 'far', 'concerned']",ham
"['god', 'asked', 'forgiveness', 'little', 'child', 'gave', 'lovely', 'reply', 'wonderful', 'fruit', 'tree', 'give', 'hurt', 'stone', 'good', 'night']",ham
"['hope', 'alright', 'babe', 'worry', 'might', 'felt', 'bit', 'desparate', 'learned', 'job', 'fake', 'waiting', 'come', 'back', 'love']",ham
"['hahaha', 'use', 'brain', 'dear']",ham
"['mmmmm', 'loved', 'waking', 'word', 'morning', 'miss', 'love', 'hope', 'day', 'go', 'well', 'happy', 'wait', 'u', 'together']",ham
"['pls', 'pls', 'send', 'mail', 'know', 'relative', 'coming', 'deliver', 'know', 'cost', 'risk', 'benefit', 'anything', 'else', 'thanks']",ham
"['yeah', 'fact', 'asked', 'needed', 'anything', 'like', 'hour', 'ago', 'much']",ham
"['call', 'senthil', 'hsbc']",ham
"['3', 'pa', 'selected']",ham
"['book', 'lesson', 'msg', 'call', 'work', 'sth', 'going', 'get', 'spec', 'membership', 'px3748']",ham
"['anything', 'lar']",ham
"['guy', 'car', 'shop', 'flirting', 'got', 'phone', 'number', 'paperwork', 'called', 'texted', 'nervous', 'course', 'may', 'address', 'call', 'bos', 'tell', 'knowing', 'may', 'get', 'fired']",ham
"['lmao', 'fish', 'memory', 'need']",ham
"['pain', 'come', 'worse', 'time']",ham
"['womdarfull', 'actor']",ham
"['see', 'christmassy']",ham
['okie'],ham
"['yar', 'say', 'got', 'error']",ham
"['like', 'people', 'much', 'shy', 'pa']",ham
"['try', 'get', 'lost', 'fact', 'tee', 'hee']",ham
"['well', 'general', 'price', 'lt', 'gt', 'oz', 'let', 'know', 'much', 'want']",ham
"['hide', 'anythiing', 'keeping', 'distance']",ham
"['argh', '3g', 'spotty', 'anyway', 'thing', 'remember', 'research', 'province', 'sterling', 'problem', 'free', 'place', 'looked']",ham
"['ü', 'neva', 'tell', 'noe', 'home', 'da', 'aft', 'wat']",ham
"['important', 'message', 'final', 'contact', 'attempt', 'important', 'message', 'waiting', 'customer', 'claim', 'dept', 'expires', '13', '4', '04', 'call', '08717507382']",spam
"['yet', 'chikku', 'wat', 'abt', 'u']",ham
"['got', 'another', 'job', 'one', 'hospital', 'data', 'analysis', 'something', 'start', 'monday', 'sure', 'thesis', 'got', 'finished']",ham
"['hmmm', 'thk', 'sure', 'got', 'time', 'hop', 'ard', 'ya', 'go', '4', 'free', 'abt', 'muz', 'call', 'u', 'discus', 'liao']",ham
"['good', 'morning', 'princess', 'happy', 'new', 'year']",ham
"['see', 'swing', 'bit', 'got', 'thing', 'take', 'care', 'firsg']",ham
"['good', 'evening']",ham
"['know', 'girl', 'always', 'safe', 'selfish', 'know', 'got', 'pa', 'thank', 'good', 'night']",ham
"['derek', 'done', 'class']",ham
"['mm', 'umma', 'ask', 'vava', 'also', 'come', 'tell', 'play', 'later', 'together']",ham
"['ok', 'wahala', 'remember', 'friend', 'need']",ham
"['dont', 'pack', 'buy', 'store', 'like', 'cereal', 'must', 'pack', 'food', 'pack', 'gari', 'something', '9ja', 'miss']",ham
"['leave', 'u', 'always', 'ignorant']",ham
"['dear', 'u', 'invited', 'xchat', 'final', 'attempt', 'contact', 'u', 'txt', 'chat', '86688', '150p', 'msgrcvdhg', 'suite342', '2lands', 'row', 'w1j6hl', 'ldn', '18', 'yr']",spam
"['ü', 'ready', 'call']",ham
"['goldviking', '29', 'inviting', 'friend', 'reply', 'yes', '762', '762', 'see', 'www', 'sms', 'ac', 'u', 'goldviking', 'stop', 'send', 'stop', 'frnd', '62468']",spam
"['happy', 'birthday', 'may', 'ur', 'dream', 'come', 'true']",ham
"['purity', 'friendship', 'two', 'smiling', 'reading', 'forwarded', 'message', 'smiling', 'seeing', 'name', 'gud', 'evng', 'musthu']",ham
"['way', 'ur', 'home']",ham
"['place', 'get', 'room', 'cheap']",ham
"['1', 'cbe', '2', 'chennai']",ham
"['freemsg', 'hey', 'darling', '3', 'week', 'word', 'back', 'like', 'fun', 'still', 'tb', 'ok', 'xxx', 'std', 'chgs', 'send', '1', '50', 'rcv']",spam
"['ill', 'call', 'evening', 'ill', 'idea']",ham
"['took', 'tablet', 'reaction', 'morning']",ham
"['might', 'accidant', 'tookplace', 'somewhere', 'ghodbandar', 'rd', 'traffic', 'move', 'slovely', 'plz', 'slip', 'amp', 'worry']",ham
"['private', '2003', 'account', 'statement', 'show', '800', 'un', 'redeemed', 'point', 'call', '08718738001', 'identifier', 'code', '49557', 'expires', '26', '11', '04']",spam
"['also', 'chat', 'awesome', 'make', 'regular', 'unless', 'see', 'person']",ham
"['u', 'missed', 'u', 'havent', '2', 'much', 'bit', 'bored', 'holiday', 'want', '2', 'go', 'bak', '2', 'college', 'sad', 'isnt', 'xx']",ham
"['great', 'getting', 'worried', 'know', 'wonderful', 'caring', 'person', 'like', 'best', 'life', 'know', 'u', 'r', 'wonderful', 'god', 'love']",ham
"['somebody', 'set', 'website', 'play', 'hold', 'em', 'using', 'eve', 'online', 'spacebucks']",ham
"['reassuring', 'crazy', 'world']",ham
"['sorry', 'pa', 'dont', 'knw', 'ru', 'pa']",ham
"['registered', 'optin', 'subscriber', 'ur', 'draw', '4', '100', 'gift', 'voucher', 'entered', 'receipt', 'correct', 'an', '80062', 'whats', 'no1', 'bbc', 'chart']",spam
"['k', 'k', 'month', 'kotees', 'birthday', 'know']",ham
"['u', 'get', 'pic', 'msg', 'phone']",ham
"['hey', 'going', 'lo', 'lesson', 'gym']",ham
"['hey', 'morning', 'come', 'ask', 'pa']",ham
"['want', 'new', 'nokia', '3510i', 'colour', 'phone', 'delivered', 'tomorrow', '200', 'free', 'minute', 'mobile', '100', 'free', 'text', 'free', 'camcorder', 'reply', 'call', '8000930705']",spam
"['want', 'funk', 'ur', 'fone', 'weekly', 'new', 'tone', 'reply', 'tones2u', '2', 'text', 'www', 'ringtones', 'co', 'uk', 'original', 'n', 'best', 'tones', '3gbp', 'network', 'operator', 'rate', 'apply']",spam
"['indians', 'r', 'poor', 'india', 'poor', 'country', 'says', 'one', 'swiss', 'bank', 'director', 'say', 'lt', 'gt', 'lac', 'crore', 'indian', 'money', 'deposited', 'swiss', 'bank', 'used', 'taxless', 'budget', 'lt', 'gt', 'yr', 'give', 'lt', 'gt', 'crore', 'job', 'indians', 'village', 'delhi', '4', 'lane', 'road', 'forever', 'free', 'power', 'suply', 'lt', 'gt', 'social', 'project', 'every', 'citizen', 'get', 'monthly', 'lt', 'gt', 'lt', 'gt', 'yr', 'need', 'world', 'bank', 'amp', 'imf', 'loan', 'think', 'money', 'blocked', 'rich', 'politician', 'full', 'right', 'corrupt', 'politician', 'itna', 'forward', 'karo', 'ki', 'pura', 'india', 'padhe', 'g']",ham
"['drive', 'read', 'need', 'write']",ham
